title,price,rooms,area,parking,bathrooms,tax,condominium_fee,link,city,neighborhood
Apartamento 03 Quartos com suite 02 Vagas Garagem,2800,3.0,80.0,2.0,2.0,100.0,780.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-03-quartos-com-suite-02-vagas-garagem-1329710383,Curitiba,Campina do Siqueira
ALUGUEL- APTO 3 QUARTOS (LEIA TODO O ANÚNCIO),1500,3.0,54.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/aluguel-apto-3-quartos-leia-todo-o-anuncio-1329700974,Curitiba,Campo Comprido
"Apartamento com 59,24m² 3 quartos, para aluguel, no bairro Cidade Industrial em Curitiba",1800,3.0,59.0,1.0,2.0,416.0,575.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-59-24m-3-quartos-para-aluguel-no-bairro-cidade-industrial-em-curitiba-1329688390,Curitiba,Cidade Industrial
Apartamento Clássico no Centro Cívico,3500,3.0,152.0,1.0,4.0,2292.0,1027.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-classico-no-centro-civico-1329678382,Curitiba,Centro Cívico
Apartamento 2 quartos na praça Rui Barbosa de frente para a Rua,2500,2.0,80.0,,1.0,100.0,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-2-quartos-na-praca-rui-barbosa-de-frente-para-a-rua-1329674064,Curitiba,Centro
CURITIBA - Apartamento Padrão - Cristo Rei,2500,3.0,96.0,2.0,3.0,217.0,885.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/curitiba-apartamento-padrao-cristo-rei-1329672717,Curitiba,Cristo Rei
CURITIBA - Apartamento Padrão - Centro,2300,1.0,44.0,,1.0,73.0,650.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/curitiba-apartamento-padrao-centro-1329672353,Curitiba,Centro
"Apartamento na VIla Izabel com 2 quartos de 115,96m² - Edifício Soleil Curitibano",3600,2.0,69.0,1.0,2.0,145.0,690.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-na-vila-izabel-com-2-quartos-de-115-96m-edificio-soleil-curitibano-1329670938,Curitiba,Vila Izabel
"COBERTURA SEMI MOBILIADA, BELA VISTA, DE FRENTE, COND CLUBE, ECOVILLE CAMPO COMPRIDO, PLAZ",4680,2.0,113.0,2.0,3.0,,1000.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-semi-mobiliada-bela-vista-de-frente-cond-clube-ecoville-campo-comprido-plaz-1329670379,Curitiba,Cidade Industrial
"Apartamento SEMIMOBILIADO com 1 dormitório para alugar, 34 m² por R$ 2.666/mês - Centro -",2100,1.0,34.0,,1.0,802.0,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-semimobiliado-com-1-dormitorio-para-alugar-34-m-por-r-2-666-mes-centro-1329667665,Curitiba,Centro
Studio mobiliado e equipado no Lifespace Estação,1800,1.0,33.0,,1.0,45.0,370.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-mobiliado-e-equipado-no-lifespace-estacao-1329665329,Curitiba,Centro
Alto padrão no Alto da Glória 3 suítes e 3 ou 4 vagas de garagem.,9000,3.0,200.0,3.0,5.0,,2874342.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alto-padrao-no-alto-da-gloria-3-suites-e-3-ou-4-vagas-de-garagem-1329664789,Curitiba,Alto da Glória
OTIMO APARTAMENTO 3 QUARTOS (1SUITE) EM PINHAIS,2100,3.0,71.0,1.0,1.0,,144.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/otimo-apartamento-3-quartos-1suite-em-pinhais-1329663766,Pinhais,Weissópolis
Excelente Apartamento 2 quartos,1300,2.0,52.0,1.0,1.0,,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-2-quartos-1329662868,Araucária,Tindiquera
CURITIBA - Apartamento Padrão - Batel,30000,4.0,600.0,4.0,5.0,1286.0,3262.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/curitiba-apartamento-padrao-batel-1329657166,Curitiba,Batel
CURITIBA - Apartamento Padrão - Alto da Glória,2200,1.0,32.0,1.0,1.0,50.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/curitiba-apartamento-padrao-alto-da-gloria-1329656544,Curitiba,Alto da Glória
"Apartamento com 45,9m² 2 quartos, para aluguel, no bairro Colônia Rio Grande em São José d",900,2.0,46.0,1.0,1.0,516.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-45-9m-2-quartos-para-aluguel-no-bairro-colonia-rio-grande-em-sao-jose-d-1329654744,São José dos Pinhais,Santo Antônio
APARTAMENTO PARA ALUGAR NO BOA VISTA,1600,2.0,45.0,1.0,1.0,40.0,340.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-alugar-no-boa-vista-1329650636,Curitiba,Boa Vista
Adorável apartamento no coração do Batel,2400,1.0,45.0,1.0,1.0,77.0,567.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/adoravel-apartamento-no-coracao-do-batel-1329650500,Curitiba,Batel
"Apartamento para aluguel, 1 quarto, 1 vaga, Centro - Curitiba/PR",1250,1.0,37.0,1.0,1.0,51.0,472.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-aluguel-1-quarto-1-vaga-centro-curitiba-pr-1329646715,Curitiba,Centro
"APARTAMENTO SEMI MOBILIADO, BELA VISTA, DE FRENTE, COND CLUBE, ECOVILLE CAMPO COMPRIDO, PL",4860,2.0,113.0,2.0,3.0,,1000.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-semi-mobiliado-bela-vista-de-frente-cond-clube-ecoville-campo-comprido-pl-1329644666,Curitiba,Cidade Industrial
Procurando apartamento ou casa para alugar.,1000,1.0,,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/procurando-apartamento-ou-casa-para-alugar-1331914177,Curitiba,Sítio Cercado
"Apartamento com 2 dormitórios para alugar, 40 m² por R$ 1.550,00/mês - Uberaba - Curitiba/",1150,2.0,40.0,1.0,1.0,480.0,360.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-40-m-por-r-1-550-00-mes-uberaba-curitiba-1329600543,Curitiba,Jardim das Américas
"Studio com 1 dormitório para alugar, 28 m² por R$ 2.200,00/mês - Rebouças - Curitiba/PR",1850,1.0,28.0,1.0,1.0,600.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-dormitorio-para-alugar-28-m-por-r-2-200-00-mes-reboucas-curitiba-pr-1329597824,Curitiba,Rebouças
Aconchego em um Lar Encatador,2000,2.0,57.0,1.0,1.0,66.0,445.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/aconchego-em-um-lar-encatador-1329596688,Curitiba,Ahú
Muita Iluminação Natural e Aconchego,9000,3.0,163.0,2.0,5.0,577.0,2200.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/muita-iluminacao-natural-e-aconchego-1329596520,Curitiba,Bigorrilho
Sua Vista Única e Privativa da Cidade,3000,2.0,77.0,2.0,2.0,145.0,900.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/sua-vista-unica-e-privativa-da-cidade-1329596525,Curitiba,Centro
"Studio com 1 dormitório para alugar, 31 m² por R$ 2.250,00/mês - Rebouças - Curitiba/PR",1900,1.0,32.0,1.0,1.0,600.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-dormitorio-para-alugar-31-m-por-r-2-250-00-mes-reboucas-curitiba-pr-1329592801,Curitiba,Rebouças
APARTAMENTO MOBILIADO COM 2 QUARTOS NO MERCÊS - J8 Apartamento mobiliado com 2 quartos no,4300,2.0,81.0,2.0,2.0,200.0,1111.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-com-2-quartos-no-merces-j8-apartamento-mobiliado-com-2-quartos-no-1329592453,Curitiba,Centro
"Studio com 1 dormitório para alugar, 30 m² por R$ 2.045,00/mês - Alto da Rua XV - Curitiba",1500,1.0,30.0,1.0,1.0,,545.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-dormitorio-para-alugar-30-m-por-r-2-045-00-mes-alto-da-rua-xv-curitiba-1329590374,Curitiba,Centro
"""Apartamento em Locação no Edifício Elysia: Condomínio com Completa Infraestrutura de Laze",2100,1.0,18.0,,1.0,600.0,415.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-em-locacao-no-edificio-elysia-condominio-com-completa-infraestrutura-de-laze-1329588716,Curitiba,Centro
"Apartamento com 3 dormitórios para alugar, 76 m² por R$ 4.000/mês - Santa Felicidade - Cur",3800,3.0,76.0,1.0,2.0,1560.0,430.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-76-m-por-r-4-000-mes-santa-felicidade-cur-1329587490,Curitiba,Santa Felicidade
Apartamento com 2 dormitórios para alugar - Campina da Barra - Araucária/PR,1188,2.0,45.0,1.0,1.0,103.0,360.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-campina-da-barra-araucaria-pr-1329585562,Araucária,Campina da Barra
"Lindo apartamento para alugar, 28 m² por R$ 2.600/mês - Centro - Curitiba/PR",2600,1.0,28.0,,1.0,852.0,490.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/lindo-apartamento-para-alugar-28-m-por-r-2-600-mes-centro-curitiba-pr-1329584367,Curitiba,Centro
Apartamento Campo Largo direto com o proprietário,1700,2.0,85.0,1.0,2.0,,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-campo-largo-direto-com-o-proprietario-1329581610,Campo Largo,Vila Solene
Apartamento 2 quartos Bairro Portão,2000,2.0,70.0,2.0,2.0,100.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-2-quartos-bairro-portao-1329577058,Curitiba,Portão
"Studio com 1 dormitório para alugar, 29 m² por R$ 2.200,00/mês - Rebouças - Curitiba/PR",1900,1.0,30.0,1.0,1.0,,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-dormitorio-para-alugar-29-m-por-r-2-200-00-mes-reboucas-curitiba-pr-1329574373,Curitiba,Rebouças
"APARTAMENTO COM MÓVEIS PLANEJADOS NOS QUARTOS E COZINHA - J8 Andar alto, face norte e vist",3900,2.0,63.0,1.0,1.0,140.0,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-moveis-planejados-nos-quartos-e-cozinha-j8-andar-alto-face-norte-e-vist-1329573984,Curitiba,Cidade Industrial
"Apartamento com 1 dormitório para alugar, 30 m² por R$ 3.530,00/mês - Centro - Curitiba/PR",3000,1.0,30.0,1.0,1.0,600.0,480.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-30-m-por-r-3-530-00-mes-centro-curitiba-pr-1329566952,Curitiba,Centro
"""Studio Semi-Mobiliado com Piscina e Academia em Condomínio, a Poucos Passos do Shopping E",1850,1.0,33.0,,1.0,1216.0,455.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-semi-mobiliado-com-piscina-e-academia-em-condominio-a-poucos-passos-do-shopping-e-1329566915,Curitiba,Centro
"""Seu Novo Lar Espera por Você: Apartamento para Locação no Edifício Angra, Vila Izabel""",2500,1.0,31.0,1.0,1.0,900.0,375.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/seu-novo-lar-espera-por-voce-apartamento-para-locacao-no-edificio-angra-vila-izabel-1329566735,Curitiba,Vila Izabel
"Apartamento com 3 dormitórios para alugar, 110 m² por R$ 4.200/mês - Vila Izabel - Curitib",4200,3.0,110.0,2.0,1.0,3018.0,490.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-110-m-por-r-4-200-mes-vila-izabel-curitib-1329561420,Curitiba,Vila Izabel
Vendo ou troco,1600000,5.0,500.0,5.0,5.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/vendo-ou-troco-1329549736,Curitiba,Uberaba
"Apartamento com 2 dormitórios para alugar, 58 m² por R$ 2.196,99/mês - Novo Mundo - Curiti",1700,2.0,58.0,1.0,1.0,672.0,441.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-58-m-por-r-2-196-99-mes-novo-mundo-curiti-1329547789,Curitiba,Novo Mundo
"Apartamento com 2 dormitórios, 54 m² - venda por R$ 220.000,00 ou aluguel por R$ 1.696,00/",1200,2.0,54.0,1.0,1.0,516.0,433.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-54-m-venda-por-r-220-000-00-ou-aluguel-por-r-1-696-00-1329546752,Curitiba,Fazendinha
"Apartamento com 2 dormitórios para alugar, 69 m² por R$ 3.600/mês - Ecoville - Curitiba/PR",3600,2.0,69.0,1.0,2.0,1600.0,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-69-m-por-r-3-600-mes-ecoville-curitiba-pr-1329541000,Curitiba,Mossunguê
"Apartamento com 1 quarto para alugar por R$ 1600.00, 43.60 m2 - CENTRO - CURITIBA/PR",1600,1.0,44.0,,1.0,131.0,530.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-1600-00-43-60-m2-centro-curitiba-pr-1329538043,Curitiba,Centro
"Apartamento com 3 dormitórios para alugar, 97 m² por R$ 4.062,21/mês - Vila Izabel - Curit",3000,3.0,98.0,2.0,2.0,1947.0,900.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-97-m-por-r-4-062-21-mes-vila-izabel-curit-1329537072,Curitiba,Vila Izabel
Apartamento para locação no Centro de Matinhos/PR.,1700,3.0,98.0,1.0,2.0,12.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-no-centro-de-matinhos-pr-1329533367,Matinhos,N/A
"Imobiliária Cilar Aluga Apartamento 1 Quarto no Centro com 53,29m², Ref. 00236.002-CILAR",990,1.0,37.0,,1.0,54.0,496.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-1-quarto-no-centro-com-53-29m-ref-00236-002-cilar-1329531523,Curitiba,Centro
Apartamento com 2 dormitórios para alugar por R$ 6.500/mês - Bigorrilho - Curitiba/PR,6500,2.0,96.0,2.0,2.0,,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-por-r-6-500-mes-bigorrilho-curitiba-pr-1329531346,Curitiba,Centro
"Apartamento com 3 dormitórios para alugar, 52 m² por R$ 1.250/mês - Campo Pequeno - Colomb",1250,3.0,52.0,,1.0,665.0,336.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-52-m-por-r-1-250-mes-campo-pequeno-colomb-1329530796,Colombo,Campo Pequeno
"Apartamento com 1 dormitório, 23 m² - venda por R$ 395.000,00 ou aluguel por R$ 2.739,47/m",2300,1.0,24.0,,1.0,546.0,394.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-23-m-venda-por-r-395-000-00-ou-aluguel-por-r-2-739-47-m-1329528924,Curitiba,Centro
"Apartamento com 2 dormitórios para alugar, 103 m² por R$ 2.927,00/mês - Santa Cândida - Cu",2300,2.0,104.0,2.0,2.0,2064.0,455.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-103-m-por-r-2-927-00-mes-santa-candida-cu-1329528262,Curitiba,Santa Cândida
Studio para aluguel no Centro de Curitiba,1750,1.0,26.0,,1.0,31.0,335.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-para-aluguel-no-centro-de-curitiba-1329526941,Curitiba,Centro
"Apartamento à Venda, Portão, Curitiba, PR",2200,3.0,78.0,2.0,2.0,,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-a-venda-portao-curitiba-pr-1329524644,Curitiba,Portão
Studio com 1 vaga para aluguel no Juvevê,2600,1.0,27.0,1.0,1.0,80.0,315.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-vaga-para-aluguel-no-juveve-1329522738,Curitiba,Juvevê
"Apartamento com 1 dormitório para alugar, 32 m² por R$ 2.243,65/mês - Novo Mundo - Curitib",1600,1.0,32.0,,1.0,524.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-32-m-por-r-2-243-65-mes-novo-mundo-curitib-1329520814,Curitiba,Lindóia
Apartamento 2 dormitórios - somente seguro fiança,1250,2.0,50.0,,1.0,1037.0,260.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-2-dormitorios-somente-seguro-fianca-1329519280,Pinhais,Vargem Grande
"Imobiliária Cilar Aluga Apartamento 1 Quarto no Cristo Rei com 31,72m², Ref. 06516.002-CIL",1100,1.0,24.0,,1.0,40.0,566.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-1-quarto-no-cristo-rei-com-31-72m-ref-06516-002-cil-1329518002,Curitiba,Cristo Rei
Apartamento de 1 quarto no Água Verde com 31 m² - AP0301-AND,2000,1.0,31.0,1.0,2.0,74.0,395.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-1-quarto-no-agua-verde-com-31-m-ap0301-and-1329517882,Curitiba,Água Verde
Apartamento Garden para locação no Guatupê com 03 quartos - Residencial Villa Bella - 4884,1300,3.0,61.0,1.0,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-garden-para-locacao-no-guatupe-com-03-quartos-residencial-villa-bella-4884-1329516118,São José dos Pinhais,Guatupê
Apartamento Impecável 1 Dorm.,2300,1.0,40.0,,1.0,45.0,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-impecavel-1-dorm-1329515858,Curitiba,Centro
studios com 1 dormitório mobiliado para locação,2400,1.0,35.0,1.0,1.0,69.0,510.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studios-com-1-dormitorio-mobiliado-para-locacao-1329515749,Curitiba,Rebouças
"Apartamento com 3 quartos para alugar por R$ 2900.00, 137.30 m2 - ALTO DA GLORIA - CURITIB",2900,3.0,137.0,1.0,1.0,213.0,1132.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-por-r-2900-00-137-30-m2-alto-da-gloria-curitib-1329510268,Curitiba,Alto da Glória
Apartamento de 2 quartos no bairro Santa Cândida,1400,2.0,38.0,1.0,1.0,,195.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-2-quartos-no-bairro-santa-candida-1329510107,Curitiba,Santa Cândida
APARTAMENTO GARDEN EM SÃO JOSÉ DOS PINHAIS,2600,3.0,76.0,2.0,2.0,66.0,489.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-garden-em-sao-jose-dos-pinhais-1329509852,São José dos Pinhais,Cruzeiro
"Apartamento com 2 dormitórios para alugar, 40 m² por R$ 1.100/mês + Taxas- Bairro Alto - C",1100,2.0,41.0,1.0,1.0,312.0,403.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-40-m-por-r-1-100-mes-taxas-bairro-alto-c-1329505826,Curitiba,Bairro Alto
Apartamento com 1 quarto e 1 vaga para aluguel no Centro,3900,1.0,30.0,1.0,1.0,79.0,493.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-e-1-vaga-para-aluguel-no-centro-1329504833,Curitiba,Centro
APARTAMENTO COM 3 DORMITÓRIOS E DUAS VAGAS DE GARAGEM PARA LOCAÇÃO.,4300,3.0,119.0,2.0,1.0,253.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-e-duas-vagas-de-garagem-para-locacao-1329501431,Curitiba,Bigorrilho
Apartamento com 1 quarto e 1 vaga para aluguel no Batel,2100,1.0,37.0,1.0,1.0,80.0,478.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-e-1-vaga-para-aluguel-no-batel-1329500061,Curitiba,Centro
Apartamento - Edifício Los Angeles,2000,2.0,45.0,1.0,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-edificio-los-angeles-1329493139,São José dos Pinhais,Centro
Apartamento para alugar tem 107 metros quadrados com 3 quartos em Centro - Curitiba - PR,2700,3.0,107.0,2.0,2.0,,800.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-alugar-tem-107-metros-quadrados-com-3-quartos-em-centro-curitiba-pr-1329491152,Curitiba,Centro
Apartamento para venda tem 40 metros quadrados com 2 quartos em Jardim Itaqui - Campo Larg,940,2.0,40.0,1.0,1.0,120.0,297.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-venda-tem-40-metros-quadrados-com-2-quartos-em-jardim-itaqui-campo-larg-1329488669,Campo Largo,Jardim Itaqui
Apartamento para venda com 2 quartos em Campo de Santana - Curitiba - PR,940,2.0,41.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-venda-com-2-quartos-em-campo-de-santana-curitiba-pr-1329486134,Curitiba,Campo de Santana
Apartamento com 1 quarto e para aluguel no Centro,2350,1.0,25.0,,1.0,1.0,267.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-e-para-aluguel-no-centro-1329481333,Curitiba,Centro
"Apartamento no Água Verde com 4 quartos de 387,06m² - Edifício Belize",4500,4.0,242.0,3.0,5.0,704.0,3789.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-agua-verde-com-4-quartos-de-387-06m-edificio-belize-1329479427,Curitiba,Água Verde
Imóvel para aluguel com 86m² com 3 quartos no Cristo Rei - Curitiba - PR,2500,3.0,86.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imovel-para-aluguel-com-86m-com-3-quartos-no-cristo-rei-curitiba-pr-1329477446,Curitiba,Cristo Rei
Apartamento 02 quartos - Afonso Pena,1120,2.0,56.0,1.0,1.0,25.0,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-02-quartos-afonso-pena-1329472967,São José dos Pinhais,Afonso Pena
AP 01 QUARTO COM VAGA ED. ELYSIA COLLECTIVE LIVING,3100,1.0,29.0,1.0,1.0,780.0,750.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/ap-01-quarto-com-vaga-ed-elysia-collective-living-1329467419,Curitiba,Centro
"Apartamento com 1 dormitório para alugar, 34 m² por R$ 2.785,00/mês - Centro - Curitiba/PR",2200,1.0,34.0,,1.0,1020.0,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-34-m-por-r-2-785-00-mes-centro-curitiba-pr-1329467431,Curitiba,Centro
Portão terreno de esquina comercial c/ 300m2- Curitiba - PR,2500,2.0,58.0,1.0,1.0,76.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/portao-terreno-de-esquina-comercial-c-300m2-curitiba-pr-1329455000,Curitiba,Portão
